"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
69500,"улица Композитора Касьянова, 11",Нижний Новгород,718,96,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115679857/?open_card_kn
159000,"улица Гоголя, 41",Нижний Новгород,1135,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115490915/?open_card_kn
25000,"улица Бетанкура, 4",Нижний Новгород,446,56,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114529344/?open_card_kn
141000,"Ленина проспект, 103а",Нижний Новгород,300,470,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/77410717/?open_card_kn
7238000,"Московское шоссе, 300",Нижний Новгород,1100,6580,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115260420/?open_card_kn
120000,"улица 3-я Ямская, 30",Нижний Новгород,1000,120,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112286729/?open_card_kn
111000,"Ленина проспект, 98",Нижний Новгород,1200,92,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115947582/?open_card_kn
470000,"Восточный проезд, 5",Нижний Новгород,500,940,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113468901/?open_card_kn
12750,"улица Энгельса, 2",Нижний Новгород,750,17,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115945450/?open_card_kn
94000,"улица Родионова, 202",Нижний Новгород,1000,94,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941960/?open_card_kn
35011,"улица Бекетова, 42",Нижний Новгород,1041,33,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941959/?open_card_kn
32000,"улица Тимирязева, 9",Нижний Новгород,1066,30,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941945/?open_card_kn
199870,"улица Оранжерейная 2-я, 4а",Нижний Новгород,1100,181,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941946/?open_card_kn
40500,"Гагарина проспект, 25б",Нижний Новгород,900,45,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941921/?open_card_kn
75000,"улица Вторчермета, 1г",Нижний Новгород,1000,75,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941916/?open_card_kn
109200,"улица Почаинская, 17е",Нижний Новгород,840,130,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941913/?open_card_kn
58825,"улица Лейтенанта Шмидта, 6",Нижний Новгород,650,90,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115941914/?open_card_kn
45000,"улица Коммунистическая, 2",Нижний Новгород,1000,45,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113808986/?open_card_kn
165000,"улица Юлиуса Фучика, 13",Нижний Новгород,1000,165,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115935205/?open_card_kn
210000,"улица Переходникова, 29",Нижний Новгород,350,600,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115240057/?open_card_kn
375000,"Восточный проезд, 11",Нижний Новгород,125,3000,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115237417/?open_card_kn
35000,"улица Березовская, 101",Нижний Новгород,1166,30,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115233569/?open_card_kn
70000,"Юбилейный бульвар, 3",Нижний Новгород,409,171,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113071991/?open_card_kn
50000,"улица Октябрьской Революции, 39",Нижний Новгород,833,60,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/106488249/?open_card_kn
61200,"Южное шоссе, 43а",Нижний Новгород,600,102,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/106488223/?open_card_kn
62400,"улица Ларина, 12",Нижний Новгород,600,104,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115588094/?open_card_kn
68000,"Московское шоссе, 306",Нижний Новгород,739,92,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115218881/?open_card_kn
500000,"улица Рождественская, 24",Нижний Новгород,1612,310,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115583093/?open_card_kn
800000,"улица Коминтерна, 43б",Нижний Новгород,1296,617,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115926754/?open_card_kn
1000000,"Московское шоссе, 85",Нижний Новгород,1000,1000,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/108980257/?open_card_kn
5000,"проспект Сергея Тюленина, 4",Нижний Новгород,1000,5,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114509428/?open_card_kn
1160550,"Октября проспект, 12",Нижний Новгород,1500,773,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113452716/?open_card_kn
130500,"улица Краснодонцев, 21",Нижний Новгород,1500,87,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/110761323/?open_card_kn
250000,"улица Дмитрия Павлова, 13а",Нижний Новгород,1000,250,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115567178/?open_card_kn
280000,"улица пос. Парышево, 17",Нижний Новгород,2000,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115917374/?open_card_kn
139000,"Кирова проспект, 4",Нижний Новгород,1007,138,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115163713/?open_card_kn
310000,"улица Максима Горького, 50",Нижний Новгород,1111,278,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115163708/?open_card_kn
30000,"улица Плотникова, 4",Нижний Новгород,1250,24,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115162871/?open_card_kn
119000,"Бурнаковский проезд, 1",Нижний Новгород,850,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115161783/?open_card_kn
440980,"улица Выборгская, 6",Нижний Новгород,850,518,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115161705/?open_card_kn
9500,"улица Бринского, 1",Нижний Новгород,1187,8,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115161703/?open_card_kn
60000,"Московское шоссе, 33",Нижний Новгород,690,86,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552870/?open_card_kn
60000,"Казанское шоссе, 10",Нижний Новгород,896,66,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552867/?open_card_kn
35000,"улица Максима Горького, 148",Нижний Новгород,795,44,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552868/?open_card_kn
1170000,"улица Нартова, 2",Нижний Новгород,780,1500,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552692/?open_card_kn
352000,"улица Веденяпина, 14а",Нижний Новгород,800,440,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552691/?open_card_kn
343200,"улица Долгополова, 49",Нижний Новгород,1096,313,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113027640/?open_card_kn
950600,"улица Нижегородская, 5",Нижний Новгород,1000,950,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552040/?open_card_kn
448750,"улица Нижне-Волжская набережная, 19",Нижний Новгород,1250,359,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552033/?open_card_kn
150000,"улица Веденяпина, 14а",Нижний Новгород,1200,125,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115552034/?open_card_kn
365000,"улица Варварская, 6а",Нижний Новгород,935,390,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115906767/?open_card_kn
36000,"улица Лейтенанта Шмидта, 6",Нижний Новгород,120,300,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115906766/?open_card_kn
455000,"улица Литвинова, 20",Нижний Новгород,827,550,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115906763/?open_card_kn
344410,"улица Крупской, 14",Нижний Новгород,1100,313,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114872137/?open_card_kn
2050000,"улица Ларина, 6",Нижний Новгород,1000,2050,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115901950/?open_card_kn
300000,"улица Ильинская, 56",Нижний Новгород,2000,150,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/108921403/?open_card_kn
858000,"улица Рождественская, 11",Нижний Новгород,2200,390,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114864705/?open_card_kn
280000,"улица Юлиуса Фучика, 2а",Нижний Новгород,622,450,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113411029/?open_card_kn
80000,"улица Краснодонцев, 21",Нижний Новгород,1271,62,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115891758/?open_card_kn
140000,"улица Карла Маркса, 42",Нижний Новгород,1364,102,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115890351/?open_card_kn
325000,"улица Ижорская, 18",Нижний Новгород,1300,250,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115890279/?open_card_kn
198000,"улица Грузинская, 37а",Нижний Новгород,1100,180,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113405123/?open_card_kn
168000,"улица Большая Печерская, 55",Нижний Новгород,1200,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113405038/?open_card_kn
91410,"улица Октябрьской Революции, 45",Нижний Новгород,1100,83,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113009872/?open_card_kn
35000,"улица Волжская набережная, 8",Нижний Новгород,1029,34,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115887912/?open_card_kn
853160,"Ленина проспект, 78",Нижний Новгород,1100,775,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115884457/?open_card_kn
24000,"улица Гвардейцев, 9",Нижний Новгород,800,30,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115884407/?open_card_kn
25000,"Октября проспект, 9",Нижний Новгород,757,33,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115879471/?open_card_kn
80000,"улица Белинского, 66",Нижний Новгород,2162,37,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113766592/?open_card_kn
30000,"Октября проспект, 9",Нижний Новгород,1145,26,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115876303/?open_card_kn
315000,"улица Свободы, 63",Нижний Новгород,1050,300,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/110708327/?open_card_kn
1274000,"улица Ильинская, 56",Нижний Новгород,2000,637,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/108888894/?open_card_kn
160000,"улица Сергея Акимова, 25а",Нижний Новгород,800,200,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114846128/?open_card_kn
88400,"Ленина проспект, 113",Нижний Новгород,2600,34,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/111098462/?open_card_kn
25000,"улица Окский Съезд, 1",Нижний Новгород,925,27,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114843594/?open_card_kn
513000,"улица Кузнечиха Город ЖК, 9",Нижний Новгород,1800,285,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114834197/?open_card_kn
480000,"улица Нижне-Волжская набережная, 19",Нижний Новгород,1500,320,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115522363/?open_card_kn
13500,"улица Минеева, 29",Нижний Новгород,900,15,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114829836/?open_card_kn
268800,"Ленина проспект, 31",Нижний Новгород,840,320,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114813938/?open_card_kn
10000,"улица Шекспира, 1вд",Нижний Новгород,434,23,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115864087/?open_card_kn
397500,"улица Родионова, 31",Нижний Новгород,2500,159,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115513888/?open_card_kn
662750,"улица Родионова, 31",Нижний Новгород,2500,265,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115513887/?open_card_kn
50000,"улица Безводная, 14в",Нижний Новгород,555,90,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115159858/?open_card_kn
85000,"улица Родионова, 167д",Нижний Новгород,100,850,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114433359/?open_card_kn
62100,"Бурнаковский проезд, 1",Нижний Новгород,690,90,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115149619/?open_card_kn
60000,"улица Большая Печерская, 26",Нижний Новгород,1574,38,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115149614/?open_card_kn
130000,"улица Надежды Сусловой, 26",Нижний Новгород,810,160,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115146156/?open_card_kn
321300,"улица Коминтерна, 166",Нижний Новгород,1000,321,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114429370/?open_card_kn
168000,"улица Чкалова, 13",Нижний Новгород,1200,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113355276/?open_card_kn
250000,"улица Баррикад, 1",Нижний Новгород,542,460,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115139265/?open_card_kn
127500,"улица Костина, 9",Нижний Новгород,1500,85,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115139263/?open_card_kn
99000,"улица Победная, 14",Нижний Новгород,578,171,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115486908/?open_card_kn
17000,"улица Норвежская, 33",Нижний Новгород,1931,8,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115833581/?open_card_kn
120000,"улица Героя Советского Союза Аристархова, 2",Нижний Новгород,1363,88,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115833542/?open_card_kn
46167,"Мещерский бульвар, 11",Нижний Новгород,1399,33,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115833541/?open_card_kn
60480,"улица Профинтерна, 7а",Нижний Новгород,800,75,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114064290/?open_card_kn
120000,"улица Им. О. Чачиной, 39",Нижний Новгород,541,221,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115833536/?open_card_kn
390000,"улица Июльских Дней, 1",Нижний Новгород,1189,328,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113344560/?open_card_kn
70000,"улица Коммунистическая, 2",Нижний Новгород,654,107,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113344554/?open_card_kn
16000,"улица Чаадаева, 5д",Нижний Новгород,837,19,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114060249/?open_card_kn
12000,"улица Новые Пески, 1а",Нижний Новгород,1000,12,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112944095/?open_card_kn
53200,"улица Героя Рябцева, 23",Нижний Новгород,1400,38,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115825501/?open_card_kn
16670,"улица Героя Рябцева, 23",Нижний Новгород,1667,10,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115824215/?open_card_kn
400171,"Московское шоссе, 4а",Нижний Новгород,1064,376,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/90196822/?open_card_kn
155200,"улица Краснозвездная, 23",Нижний Новгород,800,194,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114054013/?open_card_kn
1925000,"улица Федосеенко, 64",Нижний Новгород,1100,1750,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115823901/?open_card_kn
250000,"улица Звездинка, 9",Нижний Новгород,2577,97,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115823899/?open_card_kn
300000,"улица Ильинская, 56а",Нижний Новгород,3000,100,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115471514/?open_card_kn
140000,"улица Белинского, 32",Нижний Новгород,1272,110,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115821206/?open_card_kn
447750,"улица Федосеенко, 54в",Нижний Новгород,750,597,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115468021/?open_card_kn
35000,"улица Родниковая, 6",Нижний Новгород,425,82,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114784469/?open_card_kn
38000,"улица Родионова, 192",Нижний Новгород,844,45,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115818198/?open_card_kn
40660,"улица Гаугеля, 31",Нижний Новгород,190,214,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115456426/?open_card_kn
191941,"улица Октябрьской Революции, 66",Нижний Новгород,1320,145,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114774480/?open_card_kn
600000,"улица Баррикад, 1",Нижний Новгород,600,1000,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114393541/?open_card_kn
315000,"улица Федосеенко, 64",Нижний Новгород,900,350,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115812860/?open_card_kn
350000,"улица Родионова, 192в",Нижний Новгород,583,600,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115812861/?open_card_kn
420000,"улица Федосеенко, 64",Нижний Новгород,1200,350,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115812859/?open_card_kn
60000,"улица Космонавта Комарова, 7",Нижний Новгород,464,129,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/79716473/?open_card_kn
100000,"улица Алексеевская, 15",Нижний Новгород,555,180,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115809085/?open_card_kn
200000,"Ленина проспект, 78",Нижний Новгород,1111,180,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113310687/?open_card_kn
149985,"улица Студеная, 68а",Нижний Новгород,1111,135,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114764189/?open_card_kn
79470,"улица Новикова-Прибоя, 4м",Нижний Новгород,900,88,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112509604/?open_card_kn
105000,"Южное шоссе, 16г",Нижний Новгород,803,130,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112509599/?open_card_kn
154700,"улица Черняховского, 2",Нижний Новгород,650,238,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112509595/?open_card_kn
63360,"улица Зеленодольская, 100",Нижний Новгород,600,105,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113301629/?open_card_kn
60000,"улица Украинская, 48",Нижний Новгород,346,173,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115109838/?open_card_kn
100000,"улица Минина, 22",Нижний Новгород,1351,74,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115796211/?open_card_kn
215000,"улица Большая Покровская, 7",Нижний Новгород,1295,166,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115796210/?open_card_kn
38000,"Союзный проспект, 2б",Нижний Новгород,540,70,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115793027/?open_card_kn
38000,"улица Борская, 30",Нижний Новгород,950,40,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115793025/?open_card_kn
100000,"улица Академика Сахарова, 103а",Нижний Новгород,1960,51,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115787191/?open_card_kn
325000,"улица Белинского, 64",Нижний Новгород,1300,250,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112483089/?open_card_kn
60000,"улица Марата, 51",Нижний Новгород,222,270,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/110998335/?open_card_kn
25000,"Южное шоссе, 2а",Нижний Новгород,263,95,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115784853/?open_card_kn
50000,"Московское шоссе, 33",Нижний Новгород,574,87,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115784849/?open_card_kn
135000,"улица Черняховского, 2",Нижний Новгород,655,206,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112462797/?open_card_kn
60000,"улица Новая, 55б",Нижний Новгород,327,183,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115083277/?open_card_kn
264000,"Свободы площадь, 2а",Нижний Новгород,1200,220,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113679441/?open_card_kn
44150,"улица Варварская, 32",Нижний Новгород,500,88,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/109692487/?open_card_kn
324000,"улица Варварская, 32",Нижний Новгород,400,810,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/109692485/?open_card_kn
81000,"улица Тимирязева, 9",Нижний Новгород,750,108,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/109251383/?open_card_kn
131075,"улица Луначарского, 10",Нижний Новгород,749,175,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115080953/?open_card_kn
315000,"улица Львовская, 12а",Нижний Новгород,700,450,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114722946/?open_card_kn
1116000,"улица Кулибина, 3",Нижний Новгород,1200,930,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115423993/?open_card_kn
70000,"улица Страж Революции, 17",Нижний Новгород,1400,50,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115066237/?open_card_kn
428400,"Сенная площадь, 6",Нижний Новгород,1700,252,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115417136/?open_card_kn
123742,"улица Родионова, 17",Нижний Новгород,1900,65,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113653900/?open_card_kn
166400,"проспект Владимира Лузянина, 1",Нижний Новгород,1300,128,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/109671255/?open_card_kn
265500,"улица Большая Печерская, 11",Нижний Новгород,900,295,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115061355/?open_card_kn
140000,"улица Гордеевская, 8",Нижний Новгород,1158,120,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114355630/?open_card_kn
105000,"улица Плотникова, 5",Нижний Новгород,700,150,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115412662/?open_card_kn
116440,"Свободы площадь, 2а",Нижний Новгород,399,291,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114351284/?open_card_kn
192000,"улица Юлиуса Фучика, 13",Нижний Новгород,800,240,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/113983993/?open_card_kn
30000,"улица Варварская, 14",Нижний Новгород,375,80,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/109653272/?open_card_kn
263860,"улица Культуры, 113",Нижний Новгород,823,320,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115761724/?open_card_kn
49400,"улица Белозерская, 1а",Нижний Новгород,650,76,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114342508/?open_card_kn
40000,"Ленина проспект, 28",Нижний Новгород,500,80,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/107143553/?open_card_kn
60000,"улица Грузинская, 4",Нижний Новгород,1000,60,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114342507/?open_card_kn
5245200,"улица Большая Покровская, 18",Нижний Новгород,2350,2232,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115044028/?open_card_kn
88900,"улица Верхне-Печерская, 8б",Нижний Новгород,700,127,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114339991/?open_card_kn
56000,"улица Бекетова, 3а",Нижний Новгород,800,70,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114339988/?open_card_kn
50000,"Ленина проспект, 87",Нижний Новгород,210,237,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115756194/?open_card_kn
2000,"Ленина проспект, 20",Нижний Новгород,27,72,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115039973/?open_card_kn
121000,"улица Монастырка, 13",Нижний Новгород,550,220,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115389920/?open_card_kn
119000,"улица Минина, 18б",Нижний Новгород,850,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115389917/?open_card_kn
650000,"Казанское шоссе, 6",Нижний Новгород,650,1000,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114330023/?open_card_kn
2160000,"улица Нестерова, 7",Нижний Новгород,1200,1800,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/107890824/?open_card_kn
105000,"улица Минина, 18б",Нижний Новгород,750,140,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/115388540/?open_card_kn
59940,"улица Шлиссельбургская, 1",Нижний Новгород,333,180,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114327614/?open_card_kn
195000,"улица Куйбышева, 53а",Нижний Новгород,658,296,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/114324800/?open_card_kn
90000,"улица Черняховского, 2",Нижний Новгород,647,139,Универсальное помещение,https://nizhnij-novgorod.n1.ru/view/112429777/?open_card_kn
